hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
1,211675367239319552,-95.1114,-11.1995,-1502.5,-0.672349,-0.0522572,-10.4942,1.09309e-05
2,689056171826348032,-54.8986,-9.5885,-1502.5,-0.808777,-0.15627,-22.387,1.68502e-05
3,729583345792450560,-57.9879,3.07949,-1502.5,-1.16005,0.0465486,-29.9937,1.77977e-05
4,698059110473531392,-97.3085,-8.20599,-1502.5,-0.412275,-0.00594211,-6.28847,1.01096e-05
5,0,-64.3679,-11.5621,-1502.5,-579781,83492.6,-810483,     0
6,9017163578867712,-81.5721,-10.1659,-1502.5,-0.33822,-0.0705941,-6.32949,7.51982e-06
7,598983011047833600,-62.7104,-1.97656,-1502.5,-0.398414,0.00998696,-9.51054,9.29061e-06
8,887215242625417216,-63.8081,-10.5957,-1502.5,-0.380566,-0.045557,-8.86027,1.01096e-05
9,189154620323397632,-85.3504,-7.22867,-1502.5,-0.265542,-0.0454819,-4.71725,8.66122e-06
10,855684478956208128,-69.8523,-6.64305,-1502.5,-0.15651,0.00786755,-3.31423,9.29061e-06
11,738597004678004736,-83.2648,-13.4892,-1502.5,-1.34663,-0.194562,-24.185,1.78878e-05
12,490894008650825728,-70.5943,-2.32903,-1502.5,-0.261506,0.016159,-5.44376,7.51982e-06
13,477386095986737152,-138.003,-1.43911, -1502,-0.669952,0.0359411,-7.20469,1.02806e-05
14,698062958764228608,-137.622,1.50238, -1502,-0.370534,0.0469742,-3.88899,6.25533e-06
15,477391181228015616,-105.676,-11.193, -1502,-0.387777,-0.00946442,-5.4613,9.29061e-06
16,675547090931154944,-112.549,-9.43038, -1502,-1.3435,-0.0826343,-18.0015,2.37993e-05
17,0,-153.452,-17.2385, -1498,35704.7,37739.6,-998650,     0
18,274734832993435648,-110.613,-19.46, -1498,-1.05174,-0.147156,-14.2035,1.66704e-05
19,477391181228015616,-105.391,-11.1857, -1498,-0.389459,-0.0101311,-5.46206,8.16448e-06
20,887230292190822400,-109.877,-21.2037, -1498,-0.48132,-0.128478,-6.70262,7.73211e-06
21,648521713595711488,-133.153,-18.7535, -1498,-0.410787,-0.0169674,-4.54529,8.76167e-06
22,121603512130863104,-123.51,-25.3371, -1498,-0.351913,-0.0387464,-4.1757,4.33061e-06
23,855686196943126528,-137.195,-19.5839, -1498,-1.22723,-0.131193,-13.324,1.37484e-05
24,675547090931154944,-112.25,-9.41244, -1498,-1.34435,-0.0795911,-18.002,2.0626e-05
25,653022633163489280,-54.4519,-20.1113, -1498,-0.648404,-0.216443,-17.5088,9.86201e-06
26,878202889409921024,-52.5231,-19.8339, -1498,-0.430519,-0.14294,-12.1696,7.69887e-06
27,810649169877270528,-67.5938,-14.694, -1498,-0.506503,-0.128599,-11.4136,9.07442e-06
28,738597004678004736,-83.0142,-13.453, -1498,-1.34761,-0.193839,-24.1856,1.61842e-05
29,558449995926208512,-73.3905,-16.2286, -1498,-0.470976,-0.081193,-9.49041,1.01096e-05
30,887215242625417216,-63.6151,-10.5725, -1498,-0.381063,-0.045292,-8.86102,8.76167e-06
31,414339686933200896,-68.7609,-22.7149, -1498,-1.19876,-0.421297,-26.3311,1.82131e-05
32,936753945173295104,-90.569,-30.2856, -1498,-0.386615,-0.101173,-6.2702,6.80365e-06
33,612491267309305856,-89.6146,-23.569, -1498,-0.351799,-0.122013,-6.13202,9.29061e-06
34,806147563114725376,-98.614,-24.8234, -1498,-0.262715,-0.0309173,-3.79744,9.29061e-06
35,13533682467864576,-95.431,-26.9288, -1498,-0.322186,-0.0967309,-4.44544,1.75588e-05
36,211669319925366784,-73.5975,-24.7907, -1498,-0.529988,-0.154539,-10.6173,6.943e-06
37,689056171826348032,-54.7361,-9.55671, -1498,-0.808421,-0.160027,-22.3877,1.43539e-05
38,193660556412977152,-115.072,-29.2831, -1502,-0.424626,-0.0675336,-5.44156,1.10298e-05
39,936760748401491968,-143.968,-30.86, -1502,-0.23053,-0.00730488,-2.23463,6.25533e-06
40,121603512130863104,-123.846,-25.3746, -1502,-0.349998,-0.0387549,-4.17537,6.25533e-06
41,90073229514776578,-119.031,-31.2963, -1502,0.0173099,-0.152796,-0.339343,1.07234e-05
42,887230292190822400,-110.165,-21.2805, -1502,-0.481567,-0.128842,-6.70209,8.69862e-06
43,274734832993435648,-110.909,-19.5017, -1502,-1.05017,-0.148969,-14.2031,1.92351e-05
44,684559306707697664,-124.264,-31.4681, -1502,-0.268245,-0.107886,-3.41644,8.76167e-06
45,274744522439655424,-122.261,-28.9198, -1502,-0.142522,-0.0885912,-2.01153,1.10298e-05
46,414339686933200896,-68.943,-22.7789, -1502,-1.19935,-0.420697,-26.3305,2.07253e-05
47,878202889409921024,-52.6644,-19.8807, -1502,-0.428354,-0.141435,-12.1692,8.66122e-06
48,878219863120674816,-56.4286,-23.68, -1502,-0.160799,-0.0911961,-4.74878,9.29061e-06
49,878209074162827264,-66.4931,-28.2742, -1502,-0.455805,-0.165913,-10.0787,9.29061e-06
50,94582326683500544,-75.8794,-28.0857, -1502,-0.365963,-0.09605,-7.59976,1.53977e-05
51,211669319925366784,-73.7968,-24.8483, -1502,-0.52832,-0.151568,-10.6169,7.62037e-06
52,454864249559187456,-56.9595,-26.4686, -1502,-0.725872,-0.363629,-19.6507,1.40469e-05
53,887213730796929024,-66.5881,-26.2605, -1502,-0.292991,-0.139804,-6.9228,8.66122e-06
54,153124929951236096,-91.1844,-38.5345, -1502,-0.844116,-0.394496,-14.0021,1.57392e-05
55,936753945173295104,-90.8148,-30.3496, -1502,-0.384106,-0.0999115,-6.26413,7.51982e-06
56,770116567072505856,-84.7748,-32.6045, -1502,-0.211019,-0.0492894,-3.58572,9.29061e-06
57,653022633163489280,-54.6002,-20.1606, -1502,-0.650111,-0.214859,-17.5082,1.10948e-05
58,90072954620084224,-67.7088,-33.9799, -1502,-0.610924,-0.273438,-13.1264,1.17332e-05
59,301744198690799616,-84.5336,-42.826, -1502,-0.251666,-0.0954673,-4.21067,7.0593e-06
60,414343672662851584,-69.7156,-30.355, -1502,-0.257476,-0.0771696,-3.22274,2.14468e-05
61,454864043400757248,-129.591,-42.6188, -1498,-0.636337,-0.16382,-7.23612,1.0991e-05
62,621499909673058304,-145.37,-47.662, -1498,-0.400933,-0.176224,-4.31805,6.40276e-06
63,878223092936081408,-150.369,-46.9277, -1498,-0.186362,-0.00983964,-1.76968,6.40276e-06
64,878202820690444288,-113.283,-40.6139, -1498,-0.459582,-0.127078,-5.94589,1.01096e-05
65,279223657933307904,-135.386,-56.8447, -1502,-1.02481,-0.4875,-11.6014,1.2913e-05
66,598978887879229440,-101.917,-52.1125, -1502,-0.346965,-0.216889,-5.43032,9.29061e-06
67,378315356680224768,-120.214,-58.2004, -1502,-0.183748,-0.118603,-2.48597,6.33451e-06
68,274720401903321088,-158.333,-74.1105, -1502,-0.23474,-0.171554,-2.47274,4.47608e-06
69,495397676997672960,-116.527,-60.1037, -1502,-0.583784,-0.341292,-7.79992,9.27767e-06
70,522430338597650432,-77.7342,-50.3962,-1497.5,-0.420398,-0.308823,-8.40301,8.9806e-06
71,662033543269974016,-54.5178,-33.0265,-1497.5,-0.156502,-0.0715002,-4.07819,1.01096e-05
72,144117318379634688,-68.077,-41.276,-1497.5,-0.151373,-0.118854,-3.63363,8.66122e-06
