hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
1,612492160662503424,-60.162,-0.788719,-1502.5,-0.860592,-0.0283427,-21.6529,1.48576e-05
2,882707519829442560,-82.9087,-5.15443,-1502.5,-0.286305,-0.0455768,-5.29958,8.02812e-06
3,666533981801414656,-54.7891,2.03254,-1502.5,0.608623,0.00539637,-12.3393,8.85124e-06
4,477383690805051392,-75.9578,-5.28239,-1502.5,-0.205174,-0.0378256,-4.17278,8.6115e-06
5,531441317423611904,-65.7405,-10.4782,-1502.5,-0.191063,-0.0529236,-4.38368,6.97015e-06
6,914241925630918656,-85.6782,-3.11809,-1502.5,-0.89562,-0.00351154,-15.5716,1.20633e-05
7,391814748129198080,-57.4052,-11.5201,-1502.5,-0.16734,-0.0528433,-4.36126,9.37064e-06
8,112593289219145728,-56.2467,2.15143,-1502.5,-0.195658,0.0220617,-5.1031,9.37064e-06
9,558452057510510592,-53.9053,-8.62526,-1502.5,-0.189341,-0.0512044,-5.38618,1.02236e-05
10,729591179812798464,-90.5226,-6.98284,-1502.5,-0.526392,-0.0110255,-8.66986,8.28643e-06
11,558453431900045312,-91.5051,-9.42004,-1502.5,-0.630752,-0.0908224,-10.4188,9.83344e-06
12,166637103222882304,-95.7781,0.693711,-1502.5,-0.167082,-0.0285922,-2.68453,8.6115e-06
13,85589421079920640,-127.99,-4.896, -1502,-1.4062,-0.0214795,-16.4155,2.1326e-05
14,112595007206064128,-175.101,-4.29562, -1502,-0.496131,-0.0618004,-4.33573,4.19399e-06
15,824160381076242432,-133.571,-3.6925, -1502,-0.621101,0.0218716,-6.92342,1.1243e-05
16,553947083493605376,-126.848,-11.1149, -1502,-1.27527,-0.145705,-15.1564,1.3065e-05
17,450361680723968000,-115.411,-5.43617, -1502,-0.416273,-0.055174,-5.44841,9.37064e-06
18,531441111265181696,-118.511,-6.68821, -1502,-0.177971,0.0234546,-2.22113,1.02236e-05
19,211672962057633792,-127.292,1.32038, -1502,-0.327138,-0.0351271,-3.92248,7.56768e-06
20,117099843784015872,-167.15,-10.1673, -1502,-0.714956,-0.089213,-6.486,7.84737e-06
21,85589489799397376,-147.775,-9.69611, -1502,-1.12289,-0.118228,-11.4153,1.18686e-05
22,882707657268396032,-119.942,0.0473757, -1502,-1.7292,-0.029546,-21.7975,2.56743e-05
23,360293467747778560,-118.484,-4.32358, -1502,-0.509046,-0.0566169,-6.48578,9.5494e-06
24,837672348189458432,-141.017,-2.92346, -1502,-0.311302,-0.0445723,-3.42655,8.70896e-06
25,112593907694436352,-137.826,-6.21863, -1502,-0.30294,-0.0562356,-3.35815,7.56768e-06
26,378304292844470272,-109.713,-0.25031, -1502,-0.304312,0.0316334,-4.0474,8.02812e-06
27,693561489440636928,-146.443,-21.6957, -1498,-0.736902,-0.150782,-7.66958,8.41796e-06
28,792640887401218048,-141.578,-23.5237, -1498,-0.325535,-0.00934103,-3.33806,5.87148e-06
29,779125965350502400,-127.916,-23.1263, -1498,-1.01412,-0.224863,-12.0305,1.05359e-05
30,779139228209512448,-130.321,-24.9647, -1498,-0.303869,-0.0227383,-3.39345,5.93474e-06
31,576467005775806464,-162.254,-31.1071, -1498,-0.71633,-0.0883458,-6.49448,5.38215e-06
32,553947083493605376,-126.512,-11.0766, -1498,-1.27446,-0.145118,-15.157,9.04497e-06
33,535931241875111936,-87.4591,-28.2657, -1498,-0.717742,-0.202584,-12.085,8.78695e-06
34,531441317423611904,-65.5468,-10.423, -1498,-0.186284,-0.0547116,-4.38436,6.30633e-06
35,355785951110234112,-59.6036,-21.8411, -1498,-0.430282,-0.175995,-11.021,8.12123e-06
36,328762910236999680,-90.5061,-23.4586, -1498,-0.335427,-0.115861,-5.79391,8.6115e-06
37,418835933576560640,-60.8342,-20.9692, -1498,-0.26202,-0.117011,-6.72672,8.70896e-06
38,558452057510510592,-53.7476,-8.58241, -1498,-0.187954,-0.0506502,-5.38676,8.70896e-06
39,684553121954791424,-54.6691,-11.2854, -1498,-0.447276,-0.111245,-12.4167,9.37064e-06
40,0,-81.6729,-13.5587, -1498,277530,49170.8,-959458,     0
41,508917203253329920,-45.8612,-12.6521, -1498,0.35076,-0.0330951,-3.25527,7.56768e-06
42,391814748129198080,-57.2326,-11.4648, -1498,-0.166934,-0.0549526,-4.36172,8.12123e-06
43,729584101706694656,-67.9792,-22.0533, -1498,-0.375135,-0.100254,-8.11139,6.67406e-06
44,905226136441585664,-57.7001,-16.7271, -1498,-0.583672,-0.152303,-14.9627,1.00325e-05
45,0,-93.4487,-18.4762, -1498,99050.1,61268.8,-993194,     0
46,445860073961422848,-66.408,-22.3332, -1498,-0.580442,-0.217392,-13.291,8.57383e-06
47,400821466347601920,-59.6805,-22.2167, -1498,-0.31636,-0.139177,-8.24863,8.12123e-06
48,468379377768333312,-122.782,-26.5237, -1502,-0.246085,-0.0880443,-3.17013,8.6115e-06
49,711574513560584192,-114.882,-32.1716, -1502,-0.267233,-0.113859,-3.70295,1.13595e-05
50,779125965350502400,-128.253,-23.201, -1502,-1.0141,-0.224242,-12.03,1.25002e-05
51,4505729931149312,-139.921,-29.8439, -1502,-0.736974,-0.203303,-8.07102,8.42037e-06
52,211680040163737600,-114.793,-27.8508, -1502,-0.256984,-0.0240242,-3.22214,1.02236e-05
53,400823665370857472,-169.248,-33.7112, -1502,-0.379279,-0.0203568,-3.29548,4.30575e-06
54,207166338773286912,-148.951,-31.0968, -1502,-0.726094,-0.105432,-7.15671,1.71409e-05
55,0,-150.224,-32.8958, -1502,-477835,-220793,-850250,     0
56,576467005775806464,-162.696,-31.1619, -1502,-0.717803,-0.0899864,-6.49367,7.77421e-06
57,657526232790859776,-166.419,-41.8126, -1502,-0.263145,-0.11913,-2.49551,4.1489e-06
58,4509990538706944,-151.184,-44.0995, -1502,-0.843269,-0.202211,-8.26391,8.39712e-06
59,779139228209512448,-130.678,-24.9901, -1502,-0.300968,-0.0202792,-3.39311,8.12123e-06
60,558451370315743232,-129.939,-28.4142, -1502,-0.58052,-0.170035,-6.80177,9.46077e-06
61,319764507075280896,-117.396,-28.0161, -1502,-0.361472,-0.123987,-4.8158,1.02236e-05
62,0,-106.583,-33.2117, -1502,128854,190893,-973117,     0
63,851182940913139712,-159.292,-37.7634, -1502,-0.742812,-0.224678,-7.17993,8.50256e-06
64,90100030093918208,-88.7135,-35.9816, -1502,-0.217392,-0.115621,-3.39811,1.02236e-05
65,256715761559535616,-55.0816,-27.5831, -1502,-0.148856,-0.100713,-4.40521,8.6115e-06
66,508917203253329920,-45.4298,-12.6943, -1502,0.351869,-0.035628,-3.25456,8.6115e-06
67,779149879728406528,-58.9173,-27.0233, -1502,-0.32213,-0.17124,-8.46327,8.02812e-06
68,905226136441585664,-57.8563,-16.7678, -1502,-0.58465,-0.152012,-14.9622,1.17772e-05
69,265723235692183552,-68.5452,-28.4236, -1502,-0.297413,-0.101114,-6.37403,8.6115e-06
70,126101820358524928,-90.6119,-34.6585, -1502,-0.170144,-0.0996979,-3.10897,8.02812e-06
71,833167580330983424,-66.6384,-31.8904, -1502,-0.46808,-0.203349,-10.3487,8.11948e-06
72,481897529634455552,-55.8344,-28.5403, -1502,-0.518358,-0.246594,-13.7029,1.04044e-05
73,396317866720231424,-79.4955,-39.9062, -1502,-0.267711,-0.103555,-4.79429,6.54329e-06
74,779135517357768704,-61.9329,-28.3592, -1502,-0.25058,-0.0899258,-5.80105,8.02812e-06
75,364795143229800448,-78.3267,-34.702, -1502,-0.21097,-0.121131,-4.20155,7.43681e-06
76,882715147691360256,-79.9786,-33.399, -1502,-0.161925,-0.0914046,-3.26987,8.02812e-06
77,445860073961422848,-66.5828,-22.3988, -1502,-0.581301,-0.218939,-13.2904,9.64556e-06
78,265721105388404736,-61.8876,-25.5347, -1502,-0.483214,-0.176305,-11.5385,7.58074e-06
79,418835933576560640,-60.9895,-21.0387, -1502,-0.260368,-0.117163,-6.72625,1.02236e-05
80,914238214779174912,-93.397, -40.2, -1502,-0.569306,-0.280701,-9.3252,1.04291e-05
81,472884626663145472,-54.5011,-31.2833, -1502,-0.243014,-0.119233,-6.42834,8.02812e-06
82,400821466347601920,-59.8341,-22.2847, -1502,-0.31669,-0.14143,-8.24811,9.37064e-06
83,535931241875111936,-87.697,-28.3325, -1502,-0.719996,-0.201446,-12.0842,9.71189e-06
84,355785951110234112,-59.76,-21.9049, -1502,-0.43082,-0.175259,-11.0205,9.37064e-06
85,729584101706694656,-68.1643,-22.1023, -1502,-0.375837,-0.0987866,-8.11087,7.43681e-06
86,779139640526372864,-147.086,-49.6541, -1498,-0.442213,-0.104061,-4.36681,5.93474e-06
87,238697446039879680,-119.984,-42.6709, -1498,-0.386058,-0.184132,-5.10287,7.13611e-06
88,729586163290996736,-110.113,-42.5517, -1498,-0.643235,-0.206087,-8.52007,1.1058e-05
89,4509990538706944,-150.776,-44.0024, -1498,-0.842857,-0.199555,-8.26449,6.55666e-06
90,711574513560584192,-114.593,-32.0497, -1498,-0.268547,-0.1121,-3.70349,9.46626e-06
91,468379102890426368,-123.78,-52.127, -1502,-0.19765,-0.033915,-2.19436,9.37064e-06
92,792643842338717696,-138.264,-59.9277, -1502,-0.234456,-0.131445,-2.82479,5.67976e-06
93,729586163290996736,-110.414,-42.6484, -1502,-0.642506,-0.205223,-8.51433,1.29811e-05
94,319758047444467712,-145.002,-73.191, -1502,-1.34157,-0.624184,-13.6629,1.40499e-05
95,234197969581113344,-151.179,-75.5993, -1502,-0.188649,-0.128412,-1.82017,3.48508e-06
96,833202077508304896,-105.079,-44.9222, -1502,-0.734914,-0.276373,-10.3051,1.4883e-05
