hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
1,324262265547128832,-69.2909,-0.794919,-1502.5,-0.511341,0.0193364,-11.069,9.16738e-06
2,45044036452483072,-73.3068,-8.29261,-1502.5,-0.304958,-0.054226,-6.36582,9.07046e-06
3,99080634911162368,-63.8197,-5.60306,-1502.5,-0.195871,-0.0360806,-4.65403,1.14291e-05
4,360288863542837248,-72.1087,-9.73445,-1502.5,-0.471937,-0.0903215,-9.95048,9.07046e-06
5,175642928088088576,-93.5056,-0.688461,-1502.5,-0.684687,0.0252294,-10.986,1.10039e-05
6,607988217437749248,-94.0625,-0.140013,-1502.5,-0.751325,-0.0257887,-12.1353,1.20991e-05
7,301746122836148224,-84.0526,-14.1397,-1502.5,-1.06484,-0.153445,-19.016,1.73803e-05
8,175642790649135104,-71.7315,-0.651773,-1502.5,-0.230322,-0.0173604,-4.94012,9.07046e-06
9,423339945520791552,-69.3043,-0.849361,-1502.5,-1.6944,0.00227586,-36.8586,2.84738e-05
10,112593495377575936,-57.6176,-5.95397,-1502.5,-0.398745,-0.0298493,-10.3572,9.79167e-06
11,216180272536748032,-63.6122,0.523207,-1502.5,-0.364426,-0.0181943,-8.70101,1.14291e-05
12,720576352696139776,-83.2963,-6.7754,-1502.5,-1.53503,-0.151325,-27.7175,2.43295e-05
13,801641077269331968,-62.6597,-5.42598,-1502.5,-1.23234,-0.0867175,-29.5716,2.28702e-05
14,256712325585698816,-97.8731,-4.03428,-1502.5,-0.174884,0.0221423,-2.66221,1.14291e-05
15,9009192119566336,-86.6523,-7.03495,-1502.5,-0.238727,0.00415524,-4.00644,9.79167e-06
16,4504355541614592,-54.563,-11.5888,-1502.5,-1.46348,-0.331886,-40.3311,2.73817e-05
17,193655402452221952,-77.6637,1.87402,-1502.5,-0.585219,0.0420452,-11.3171,9.00788e-06
18,585468776191885312,-61.9179,-3.46046,-1502.5,-0.264243,0.0091831,-6.23655,9.79167e-06
19,189152215141711872,-83.2918,-11.5103,-1502.5,-0.352679,-0.023934,-6.23095,9.79167e-06
20,0,-81.1696,1.77715,-1502.5,360700,98866.8,-927427,     0
21,45063827661783040,-39.3198,0.026708,-1502.5,-0.314868,-0.00928009,-5.11812,     0
22,553956498061918208,-121.07,-6.0145, -1502,-0.920744,-0.00357067,-11.3448,2.30971e-05
23,833167855208890368,-158.406,-3.43419, -1502,-0.614017,-0.0575363,-5.89659,7.9796e-06
24,0,-132.456,-7.20741, -1502,247171,-146081,-957897,     0
25,738596386202714112,-160.586,-14.781, -1502,-0.371861,-0.0827256,-3.6014,6.86099e-06
26,423347848260616192,-146.881,-28.3911, -1498,-0.487303,-0.138476,-5.11048,5.14455e-06
27,256705522357501952,-134.511,-22.22, -1498,-0.620037,-0.05945,-6.89165,8.71483e-06
28,0,-151.313,-23.1931, -1498,248517,276489,-928328,     0
29,274720195744890880,-115.476,-22.1049, -1498,-0.450465,-0.0501079,-5.77445,9.90523e-06
30,738596386202714112,-160.173,-14.6894, -1498,-0.372194,-0.0815609,-3.6019,5.00038e-06
31,779122872974049280,-153.131,-25.4076, -1498,-0.476306,-0.120731,-4.73692,5.25161e-06
32,148620780568051712,-173.438,-23.232, -1498,-0.254658,-0.0823044,-2.27798,5.00038e-06
33,671037787587215360,-72.2869,-14.3355, -1498,-0.21313,-0.0148934,-4.29824,1.05032e-05
34,301746122836148224,-83.8004,-14.1032, -1498,-1.06665,-0.154412,-19.0165,1.55977e-05
35,324259722926489600,-56.336,-16.9964, -1498,-0.30475,-0.0706181,-7.86779,9.90523e-06
36,112593495377575936,-57.4443,-5.94125, -1498,-0.399132,-0.0290242,-10.3577,8.70371e-06
37,450366284928909312,-67.2045,-20.5378, -1498,-0.260892,-0.0580378,-5.56712,8.70371e-06
38,621509255521894400,-69.4831,-24.9573, -1498,-0.152883,-0.0775924,-3.43806,9.23009e-06
39,0,-57.8628,-21.9694, -1498,168857,221243,-960489,     0
40,801654340128342016,-73.4621,-16.1715, -1498,-0.608641,-0.15978,-12.5301,1.18136e-05
41,360288863542837248,-71.8952,-9.69337, -1498,-0.472693,-0.0907958,-9.95102,8.14016e-06
42,801642863975727104,-63.4099,-22.8542, -1498,-0.356727,-0.15186,-8.6913,8.14016e-06
43,815152494626734080,-66.8154,-20.6477, -1498,-0.320324,-0.0740083,-6.9388,8.14016e-06
44,436853149584588800,-61.1244,-18.9469, -1498,-0.219327,-0.0421908,-5.13702,9.90523e-06
45,4504355541614592,-54.3996,-11.5519, -1498,-1.46618,-0.330278,-40.3316,2.40627e-05
46,351283107397107712,-94.2322,-17.378, -1498,-0.475039,-0.0582589,-7.44882,9.07046e-06
47,522418381408698368,-67.7816,-15.1377, -1498,-0.464358,-0.0757904,-10.1166,9.07046e-06
48,729588568472682496,-52.4829,-15.204, -1498,-0.314519,-0.0732947,-8.88046,1.20448e-05
49,189152215141711872,-83.0375,-11.4931, -1498,-0.351616,-0.0241235,-6.23202,8.70371e-06
50,31533512448278528,-93.3908,-15.8577, -1498,-0.279902,-0.0339673,-4.10634,9.79167e-06
51,689050949146116096,-71.5408,-18.3107, -1498,-1.1303,-0.309304,-23.6898,2.02969e-05
52,49544268825493504,-73.4384,-16.9454, -1498,-1.15534,-0.239881,-23.3606,2.18537e-05
