hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
1,387318157888454656,-56.1232,-9.57469,-1502.5,-0.55148,-0.116577,-14.7024,9.02461e-06
2,292736312241291264,-56.8117,-1.17689,-1502.5,-0.908033,-0.000992193,-23.9509,1.25323e-05
3,472894934584655872,-87.6262,-11.8873,-1502.5,-0.301125,-0.0689271,-5.28195,6.55187e-06
4,684560131341418496,-96.3752,-6.59507,-1502.5,-0.309915,-0.0487036,-4.96556,7.58679e-06
5,112591158915366912,-66.3201,-13.202,-1502.5,-0.260869,-0.0322747,-5.77877,6.14074e-06
6,756605836909871104,-66.1892,-6.93404,-1502.5,-0.30976,-0.0572971,-7.11435,6.14074e-06
7,0,-35.4118,4.76628,-1502.5,214202,7372.13,-976762,     0
8,18016047776923648,-58.6072,-0.441867,-1502.5,-0.618522,-0.0263605,-15.8968,9.80595e-06
9,558453088302661632,-68.4792,-11.2627,-1502.5,-0.374063,-0.0366887,-8.11886,6.55187e-06
10,513415580200468480,-86.0341,-12.0282,-1502.5,-0.678067,-0.0716089,-11.8155,7.91568e-06
11,671069123668606976,-97.8178,-5.92767,-1502.5,-0.733634,0.0145994,-10.9205,1.13e-05
12,472882427639889920,-58.7632,3.68401,-1502.5,-0.425739,0.0481337,-10.8527,7.07282e-06
13,689066754625765376,-61.4931,-8.00509,-1502.5,-0.235365,-0.0489675,-5.93003,7.07282e-06
14,144117799415971840,-56.1259,-2.65239,-1502.5,-0.210284,-0.0288664,-5.69721,8.25559e-06
15,144116425026437120,-75.6726,-11.9154,-1502.5,-0.255741,-0.0159595,-4.93904,5.76468e-06
16,67555781116952576,-57.8569,-4.05607,-1502.5,-0.635579,-0.0233033,-16.3453,8.60696e-06
17,432353260808962048,-57.003,3.06637,-1502.5,-1.25548,0.0887861,-33.027,1.5536e-05
18,180154705333190656,-144.801,-13.1866, -1502,-0.427758,-0.0490405,-4.5294,4.9559e-06
19,0,-151.633,-12.1143, -1502,289023,-174571,-941271,     0
20,22530230203711488,-139.488,-10.6184, -1502,-0.450439,-0.0715618,-4.89534,8.33984e-06
21,765651175474200576,-111.925,-12.2605, -1502,-0.253444,-0.0762656,-3.47356,7.07282e-06
22,513415855078375424,-107.378,-8.5037, -1502,-0.262334,0.00855292,-3.61364,7.58679e-06
23,684547280799268864,-165.772,-17.3343, -1498,-0.669394,-0.0223973,-6.03294,6.59356e-06
24,0,-112.353,-19.4148, -1498,-254066,93646.5,-962643,     0
25,391814748129198080,-172.097,-31.2004, -1498,-0.580891,-0.0556238,-4.98452,3.98693e-06
26,684573943956242432,-112.727,-21.1048, -1498,-0.28314,-0.0297696,-3.56819,7.15485e-06
27,513415855078375424,-107.088,-8.51439, -1498,-0.261443,0.00979432,-3.61418,6.66718e-06
28,662036292049043456,-138.163,-22.5209, -1498,-0.253117,-0.0835718,-2.89145,8.70033e-06
29,765651175474200576,-111.633,-12.1728, -1498,-0.253483,-0.0760769,-3.47409,6.28695e-06
30,743095725222526976,-171.227,-19.106, -1498,-0.323158,-0.0863783,-2.94799,3.07037e-06
31,337781310766448640,-152.182,-23.75, -1498,-0.441927,-0.11399,-4.41513,5.53657e-06
32,0,-135.751,-21.2661, -1498,153349,-63266,-986145,     0
33,765622656891355136,-138.027,-19.587, -1498,-1.36243,-0.233526,-14.8804,1.86256e-05
34,180154705333190656,-144.424,-13.1427, -1498,-0.426975,-0.0502562,-4.53001,3.61193e-06
35,4515969133182976,-124.648,-24.7552, -1498,-0.252166,-0.0864191,-3.17154,4.82487e-06
36,666547931855192064,-56.3819,-16.0879, -1498,-0.606491,-0.196211,-16.3929,7.69493e-06
37,387334788001824768,-71.8294,-15.5568, -1498,-0.158059,-0.0753388,-1.25602,     0
38,662034711501078528,-96.8975,-23.2958, -1498,-0.392896,-0.0676356,-5.94829,8.25559e-06
39,774640919981850624,-67.0059,-17.828, -1498,-0.449007,-0.0934195,-9.8509,7.58679e-06
40,319762376771502080,-80.9144,-17.4896, -1498,-0.309253,-0.0894318,-5.90905,7.07282e-06
41,328763734870720512,-84.0752,-23.1715, -1498,-0.857285,-0.262046,-15.2461,1.06612e-05
42,130616071504789504,-80.5225,-19.6775, -1498,-0.484,-0.0928277,-8.88964,6.55187e-06
43,513415580200468480,-85.7756,-12.0013, -1498,-0.679591,-0.0689866,-11.816,7.1618e-06
44,558453088302661632,-68.2716,-11.2422, -1498,-0.375234,-0.0382458,-8.11943,5.87988e-06
45,387318157888454656,-55.9545,-9.53922, -1498,-0.551509,-0.116259,-14.7029,7.82133e-06
46,319769179999698944,-61.841,-17.4766, -1498,-0.181889,-0.0756466,-4.66296,5.55591e-06
47,427851791485370368,-98.7181,-23.4283, -1498,-0.60836,-0.172252,-9.31919,1.0067e-05
48,144116425026437120,-75.4405,-11.9006, -1498,-0.253855,-0.0166884,-4.93963,5.25227e-06
49,689066754625765376,-61.3141,-7.96618, -1498,-0.236018,-0.0532269,-5.93117,6.28695e-06
50,351312725491580928,-75.6882,-18.6556, -1498,-0.261689,-0.0545827,-3.73844,1.43387e-05
51,112591158915366912,-66.1172,-13.1768, -1498,-0.260815,-0.0314912,-5.77925,5.55591e-06
52,752117974042673152,-107.311,-28.369, -1502,-0.591358,-0.196377,-8.54193,1.00128e-05
53,4515969133182976,-124.967,-24.8651, -1502,-0.253836,-0.0872944,-3.17009,5.55591e-06
54,36046457924485120,-113.907,-26.4073, -1502,-0.414967,-0.128968,-5.53582,9.00702e-06
55,324290303093637120,-135.362,-32.3069, -1502,-0.402702,-0.0541128,-4.34657,8.33984e-06
56,387319669716942848,-118.252,-27.0037, -1502,-0.311758,-0.110148,-4.08206,7.58679e-06
57,0,-165.299,-39.4168, -1502,457314,226908,-859870,     0
58,301747291067252736,-114.971,-29.5533, -1502,-0.334064,-0.0492597,-4.11993,9.00702e-06
59,40532808963194880,-113.491,-31.2538, -1502,-0.488497,-0.0964995,-6.2511,8.25559e-06
60,684573943956242432,-113.043,-21.1394, -1502,-0.281698,-0.0322343,-3.56779,8.25559e-06
61,144121097950855168,-119.142,-27.4731, -1502,-0.225006,-0.0118714,-2.75148,8.25559e-06
62,0,-109.183,-19.1387, -1502,228280,295282,-927738,     0
63,729584582743031808,-69.2495,-34.334, -1502,-0.12764,-0.0954014,-3.18977,5.14599e-06
64,806152304758620160,-63.2584,-33.8495, -1502,-0.662733,-0.379086,-16.0576,1.00709e-05
65,319769179999698944,-61.9966,-17.5419, -1502,-0.180429,-0.0753539,-4.66177,6.14074e-06
66,666547931855192064,-56.5295,-16.1357, -1502,-0.602405,-0.195262,-16.3926,8.65679e-06
67,387316439901536256,-73.2974,-38.9495, -1502,-0.767402,-0.377534,-15.3858,9.05671e-06
68,684561299572523008,-66.666,-36.024, -1502,-0.414326,-0.201182,-9.03386,6.14074e-06
69,752110140022325248,-60.1489,-27.8678, -1502,-0.203016,-0.111668,-5.29676,6.55187e-06
70,549448088071176192,-56.759,-23.5944, -1502,-0.153345,-0.0413391,-3.80067,8.25559e-06
71,693566231084531712,-69.8077,-36.1781, -1502,-0.28836,-0.175772,-6.51779,5.76468e-06
72,27022010081083392,-90.5952,-31.1339, -1502,-0.807638,-0.307537,-13.484,1.11489e-05
73,468375598197112832,-57.4967,-27.114, -1502,-0.38727,-0.213731,-10.6119,7.58679e-06
74,0,-88.4546,-38.667, -1502,-580546,-163764,-797588,     0
75,531438843522449408,-67.7679,-25.2183, -1502,-0.821337,-0.326132,-18.3012,1.22639e-05
76,319772959570919424,-49.9788,-23.7591, -1502,-1.19319,-0.592923,-36.3165,1.93294e-05
77,504404189057646592,-61.8667,-27.5744, -1502,-0.366094,-0.186106,-9.17314,6.55187e-06
78,540435941014110208,-79.8079,-39.062, -1502,-1.47791,-0.755235,-28.0801,1.92501e-05
79,752117974042673152,-107.033,-28.2764, -1498,-0.593107,-0.198892,-8.54257,8.67772e-06
80,544937616496132096,-147.172,-49.0558, -1498,-0.282622,-0.147903,-3.084,5.22854e-06
81,40532808963194880,-113.178,-31.1924, -1498,-0.488989,-0.0959192,-6.25189,7.15485e-06
82,387309980270723072,-158.894,-52.0142, -1498,-1.03975,-0.394444,-9.91407,7.16253e-06
83,27028194833989632,-149.166,-49.0796, -1498,-0.577334,-0.138776,-5.64333,5.9944e-06
84,693566024926101504,-98.665,-39.9791, -1498,-0.175778,-0.0329378,-2.4958,6.66718e-06
85,671046858558144512,-159.221,-52.2838, -1498,-0.538785,-0.23024,-5.25117,5.96735e-06
86,490899025172627456,-112.007,-38.4714, -1498,-0.15687,-0.0169698,-1.93557,1.00078e-05
87,657550009729810432,-120.489,-44.8767, -1498,-0.156683,-0.0191499,-1.80045,5.10815e-06
88,0,-115.641,-43.7753, -1498,-312696,-139998,-939480,     0
89,427849455023161344,-99.303,-35.5015, -1498,-1.07216,-0.418022,-16.2801,1.28277e-05
90,229685780019150848,-142.187,-55.1738, -1498,-0.476759,-0.136402,-4.82787,5.17281e-06
91,252225287352221696,-119.148,-43.6166, -1498,-0.478017,-0.241055,-6.39216,7.60662e-06
92,743098199123689472,-100.45,-50.6769, -1502,-0.587651,-0.336597,-9.045,9.04915e-06
93,427849455023161344,-99.5667,-35.6042, -1502,-1.07394,-0.417586,-16.2794,1.44311e-05
94,657550009729810432,-120.838,-44.9207, -1502,-0.156896,-0.0205975,-1.79994,6.28695e-06
95,693566024926101504,-98.9455,-40.0332, -1502,-0.174443,-0.0341548,-2.49538,7.58679e-06
96,382807892488626178,-125.789,-51.2784, -1502,-0.521989,-0.0233214,-2.44255,4.63527e-06
97,216172988272214016,-124.746,-56.5641, -1502,-0.371702,-0.125304,-4.25756,6.28695e-06
98,252225287352221696,-119.448,-43.7675, -1502,-0.47918,-0.240777,-6.39153,9.63505e-06
99,229685780019150848,-142.581,-55.287, -1502,-0.475177,-0.137021,-4.82649,6.66718e-06
100,387316439901536256,-73.0734,-38.8388,-1497.5,-0.765131,-0.378952,-15.3865,8.25167e-06
101,684561299572523008,-66.4598,-35.9243,-1497.5,-0.413686,-0.198893,-9.03447,5.55591e-06
102,40533633596915712,-69.0556,-50.5601,-1497.5,-0.95976,-0.668229,-20.3252,1.21681e-05
103,662046943567937536,-74.6362,-46.6603,-1497.5,-0.137517,-0.119717,-3.02745,7.07282e-06
104,752110140022325248,-59.9762,-27.773,-1497.5,-0.203425,-0.111912,-5.2973,5.87988e-06
105,689062837615591424,-78.2036,-42.4106,-1497.5,-0.528568,-0.254506,-9.95353,7.50082e-06
106,427842308197580800,-45.6795,-37.1098,-1497.5,-1.0865,-0.910923,-35.8881,1.55133e-05
107,121597396097433600,-61.0711,-40.2392,-1497.5,-0.677819,-0.471855,-16.873,1.07297e-05
108,22532497946443776,-82.6104,-49.8881,-1497.5,-0.390231,-0.198787,-6.71949,9.00702e-06
109,693566231084531712,-69.6089,-36.0566,-1497.5,-0.288052,-0.176335,-6.51852,5.25227e-06
110,22529955325804544,-47.8159,-33.2807,-1497.5,-0.200785,-0.164467,-6.69624,6.28695e-06
111,252204327911817216,-82.5216,-49.7324,-1497.5,-0.608398,-0.334781,-10.7256,9.90748e-06
112,468375598197112832,-57.3315,-27.0239,-1497.5,-0.391025,-0.21153,-10.6123,6.66718e-06
113,806152304758620160,-63.0727,-33.7433,-1497.5,-0.662259,-0.378667,-16.0582,8.95193e-06
114,729584582743031808,-69.0671,-34.1999,-1497.5,-0.130126,-0.0950446,-3.19019,4.74238e-06
115,319772959570919424,-49.8308,-23.6856,-1497.5,-1.19414,-0.593148,-36.317,1.67521e-05
116,130624386561474560,-32.3983,-26.1863,-1497.5,-0.0729902,-0.193112,-5.06946,7.16933e-06
117,337770934125461504,-133.795,-71.4806, -1498,-1.13686,-0.658289,-12.9914,1.14705e-05
118,765618327564320768,-145.837,-85.001, -1498,-0.262119,-0.0964507,-2.44251,7.58679e-06
119,337793267955400704,-90.2348,-56.2151, -1498,-0.293446,-0.215366,-5.12571,6.66718e-06
120,612494016088375296,-101.178,-60.5088, -1498,-0.322908,-0.150265,-4.50365,7.67265e-06
121,351283657152921600,-149.612,-92.8827, -1498,-0.691611,-0.367011,-6.61307,5.47633e-06
122,252210169067339776,-114.764,-63.1187, -1498,-1.17436,-0.68998,-15.5274,1.58218e-05
123,0,-100.499,-51.4226, -1498,-17424.8,-14602.5,-999742,     0
124,427842239478104064,-153.34,-77.416, -1498,-0.455297,-0.171622,-4.23303,4.1278e-06
