hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
1,409833544685191168,-68.8631,2.08591,-1502.5,-0.222967,0.0270295,-4.87146,7.38523e-06
2,450363536149839872,-92.0023,-10.5155,-1502.5,-0.498183,-0.0839974,-8.21937,8.63699e-06
3,256711500951977984,-54.7231,-6.89278,-1502.5,-0.242608,-0.0444776,-6.72929,9.30566e-06
4,256711432232501248,-56.5643,-6.88446,-1502.5,-2.29552,-0.264053,-60.8633,3.10393e-05
5,45036339871088640,-54.9895,-11.338,-1502.5,-0.414272,-0.0665553,-11.2775,7.97244e-06
6,689055209753673728,-65.3897,-2.02438,-1502.5,-0.280478,0.0133824,-6.41217,6.92181e-06
7,238697995795693568,-61.3641,-11.1737,-1502.5,-0.215829,-0.0179378,-5.18552,8.55178e-06
8,22528443497316352,-91.2118,-11.9346,-1502.5,-0.328964,-0.0196563,-5.2973,7.97244e-06
9,31526365622697984,-62.2154,-11.6876,-1502.5,-0.617464,-0.134043,-15.0185,1.23291e-05
10,729586094571520000,-60.2285,-4.91019,-1502.5,0.570364,-0.0172231,-6.53935,1.39234e-05
11,648519514572455936,-63.94,-6.99942,-1502.5,-0.287175,-0.0532226,-6.85618,7.97244e-06
12,405336129810726912,-66.094,-6.81749,-1502.5,-0.50442,-0.0787665,-11.4953,7.03845e-06
13,427853440752812032,-37.46,-0.270042,-1502.5,-0.30639,-0.0512788,-8.35654,     0
14,517917599279874048,-80.4507,-12.9116,-1502.5,-0.663147,-0.133548,-12.5331,8.35769e-06
15,472880159897157632,-69.6171,-13.6055,-1502.5,-0.841669,-0.136553,-18.0514,1.15465e-05
16,517921310131617792,-63.3874,-9.70914,-1502.5,-0.462502,-0.0522672,-10.9105,1.01527e-05
17,824161411868393472,-57.0557,2.44554,-1502.5,-0.248028,0.0268883,-6.35369,8.55178e-06
18,36032920187568128,-154.725,0.17264, -1502,-0.814607,0.0500508,-7.92174,8.14089e-06
19,657535235042312192,-158.9,-7.18056, -1502,-0.177837,0.0404162,-1.65527,5.43857e-06
20,905224830771527680,-108.346,-11.7455, -1502,-0.27305,-0.0658488,-3.88856,9.30566e-06
21,747611556916756480,-141.451,-12.8073, -1502,-0.175187,-0.0564419,-1.9651,6.62777e-06
22,288235598831943680,-106.464,-1.88352, -1502,-0.814458,-0.0438268,-11.5707,1.12149e-05
23,499922785821261824,-104.099,-2.05469, -1502,-0.211717,0.0371417,-2.85533,8.55178e-06
24,432347694531346432,-117.864,-4.22758, -1502,-0.563684,0.0160864,-7.09215,1.23147e-05
25,666534875154612224,-134.203,-14.8758, -1498,-0.700799,-0.122573,-7.9133,1.1724e-05
26,558446766110801920,-167.445,-29.7032, -1498,-0.389809,-0.0194926,-3.41978,3.98622e-06
27,905224830771527680,-108.064,-11.6784, -1498,-0.275603,-0.0648698,-3.88893,8.0649e-06
28,184649783745445888,-173.014,-27.4515, -1498,-0.568725,-0.14225,-5.03642,4.57028e-06
