hit_id,x,y,z,volume_id,layer_id,module_id
1,-85.5803,1.36466,-1502.5,7,2,1
2,-95.4955,-6.13219,-1502.5,7,2,1
3,-58.2306,3.71774,-1502.5,7,2,1
4,-95.4027,-11.1446,-1502.5,7,2,1
5,-89.5545,-8.53464,-1502.5,7,2,1
6,-81.366,-7.73274,-1502.5,7,2,1
7,-58.3639,-7.02583,-1502.5,7,2,1
8,-68.74,-11.1527,-1502.5,7,2,1
9,-93.0876,-7.20077,-1502.5,7,2,1
10,-57.2337,-11.0997,-1502.5,7,2,1
11,-30.7757,1.86612,-1502.5,7,2,1
12,-91.1382,-13.8182,-1502.5,7,2,1
13,-79.3329,-13.491,-1502.5,7,2,1
14,-69.2604,2.74368,-1502.5,7,2,1
15,-58.0441,-2.23598,-1502.5,7,2,1
16,-58.8777,-7.41735,-1502.5,7,2,1
17,-94.6093,-14.3923,-1502.5,7,2,1
18,-93.7972,-12.5228,-1502.5,7,2,1
19,-85.8081,-12.9473,-1502.5,7,2,1
20,-59.6323,-3.56468,-1502.5,7,2,1
21,-55.3638,-4.03122,-1502.5,7,2,1
22,-69.454,-4.83921,-1502.5,7,2,1
23,-85.5027,-10.9171,-1502.5,7,2,1
24,-158.274,-15.5057,-1502,7,2,2
25,-173.083,-14.1837,-1502,7,2,2
26,-162.15,0.241362,-1502,7,2,2
27,-132.337,-6.39358,-1502,7,2,2
28,-175.1,-13.1758,-1502,7,2,2
29,-108.206,-17.6436,-1498,7,2,3
30,-116.864,-19.9619,-1498,7,2,3
31,-104.14,-19.853,-1498,7,2,3
32,-157.855,-15.5831,-1498,7,2,3
33,-146.643,-19.017,-1498,7,2,3
34,-173.377,-23.756,-1498,7,2,3
35,-104.518,-15.5136,-1498,7,2,3
36,-84.5715,-23.8261,-1498,7,2,4
37,-58.7188,-7.4181,-1498,7,2,4
38,-79.0778,-13.4572,-1498,7,2,4
39,-74.3176,-14.7311,-1498,7,2,4
40,-96.833,-24.5588,-1498,7,2,4
