hit_id,x,y,z,volume_id,layer_id,module_id
1,-69.691,-9.82317,-1502.5,7,2,1
2,-78.1122,-13.9466,-1502.5,7,2,1
3,-48.0897,-8.27358,-1502.5,7,2,1
4,-58.0116,-9.70201,-1502.5,7,2,1
5,-95.8917,-0.249342,-1502.5,7,2,1
6,-70.1793,-7.20341,-1502.5,7,2,1
7,-91.4769,-14.0455,-1502.5,7,2,1
8,-62.98,-12.5049,-1502.5,7,2,1
9,-66.1353,-12.7031,-1502.5,7,2,1
10,-90.0193,-11.7741,-1502.5,7,2,1
11,-61.4657,1.80803,-1502.5,7,2,1
12,-65.6311,-10.5067,-1502.5,7,2,1
13,-81.438,-12.5532,-1502.5,7,2,1
14,-82.1831,1.93295,-1502.5,7,2,1
15,-95.123,-15.0346,-1502.5,7,2,1
16,-69.4404,-10.8567,-1502.5,7,2,1
17,-65.3971,-7.02766,-1502.5,7,2,1
18,-174.788,-7.80564,-1502,7,2,2
19,-125.264,-3.36372,-1502,7,2,2
20,-133.162,-11.6873,-1502,7,2,2
21,-126.627,-0.773922,-1502,7,2,2
22,-159.896,-9.26945,-1502,7,2,2
23,-163.562,-4.5337,-1502,7,2,2
24,-147.153,0.0790691,-1502,7,2,2
25,-116.025,-13.2976,-1502,7,2,2
26,-124.956,-12.5593,-1502,7,2,2
27,-131.625,-14.4694,-1502,7,2,2
28,-106.401,-5.89524,-1502,7,2,2
29,-169.458,-17.0502,-1498,7,2,3
30,-131.303,-14.4035,-1498,7,2,3
31,-142.475,-18.5871,-1498,7,2,3
32,-124.631,-12.6145,-1498,7,2,3
33,-106.655,-20.9611,-1498,7,2,3
34,-136.144,-22.4999,-1498,7,2,3
35,-111.187,-14.1216,-1498,7,2,3
36,-132.464,-15.3227,-1498,7,2,3
37,-137.147,-15.1682,-1498,7,2,3
38,-106.831,-22.9545,-1498,7,2,3
39,-115.734,-13.2862,-1498,7,2,3
40,-143.86,-20.8501,-1498,7,2,3
41,-103.647,-17.361,-1498,7,2,3
42,-122.716,-17.6483,-1498,7,2,3
43,-161.501,-25.1789,-1498,7,2,3
44,-80.1382,-23.3768,-1498,7,2,4
45,-81.1582,-12.5169,-1498,7,2,4
46,-72.8212,-22.6506,-1498,7,2,4
47,-39.8225,-12.4999,-1498,7,2,4
48,-30.3803,-11.4845,-1498,7,2,4
49,-65.908,-12.6607,-1498,7,2,4
