hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
1,531428466881462272,-56.2868,-10.524,-1502.5,-0.273983,-0.0668333,-7.41403,9.73949e-06
2,360295598051557376,-70.4105,-10.5855,-1502.5,-0.726181,-0.135123,-15.5367,1.07204e-05
3,450363742308270080,-96.0705,-12.4957,-1502.5,-1.48151,-0.221853,-23.1697,2.18484e-05
4,130636137591996416,-91.5945,-6.49911,-1502.5,-0.95574,-0.0832715,-15.8986,1.5518e-05
5,499903063331438592,-59.4316,-8.4879,-1502.5,-0.366045,-0.032587,-9.04627,9.73949e-06
6,828664393020473344,-63.316,-1.06508,-1502.5,-0.332568,0.014454,-7.76342,8.95047e-06
7,0,-100.557,-7.99627,-1502.5,-617611,-296198,-728576,     0
8,148619337459040256,-56.4744,-7.63667,-1502.5,-0.41974,-0.0797773,-11.3256,8.34412e-06
9,792635733440462848,-58.1929,-12.3449,-1502.5,-0.259693,-0.0732239,-6.88413,9.73949e-06
10,328767858039324672,-84.4782,-4.01496,-1502.5,-0.214445,-0.0327497,-3.90136,7.72953e-06
11,558454050375335936,-63.9179,-3.80555,-1502.5,-0.226244,0.00322223,-5.27368,8.95047e-06
12,9008161327415296,-55.4755,2.60407,-1502.5,-0.461534,0.00621026,-12.581,8.95047e-06
13,562955794576834560,-99.3707,-8.5764,-1502.5,-0.816195,-0.0630456,-10.8085,3.13002e-05
14,707069676982632448,-64.2702,-8.1486,-1502.5,-1.18294,-0.126912,-27.4587,2.04707e-05
15,49547017604562944,-93.7515,-10.148,-1502.5,-0.654526,-0.0409265,-10.3413,1.03516e-05
16,450380922177454080,-107.287,3.33907, -1502,-0.420234,-0.0508567,-6.02066,9.73949e-06
17,229685298982813696,-116.372,2.86473, -1502,-0.678028,-0.0191592,-8.7961,1.15364e-05
18,360296972441092096,-132.228,-11.07, -1502,-0.452498,-0.0726276,-5.19776,7.86556e-06
19,108088590080147456,-150.058,-5.48055, -1502,-1.72138,-0.0990313,-17.2975,1.83473e-05
20,328766689808220160,-145.604,-9.68418, -1502,-0.72365,-0.00623811,-7.38981,8.21162e-06
21,373802617362448384,-169.458,-14.6629, -1502,-0.438066,0.0094349,-3.83427,4.26115e-06
22,783647913078161408,-163.224,-15.1697, -1502,-0.363278,-0.101176,-3.17246,4.17206e-06
23,495401594007846912,-126.429,-3.11321, -1502,-0.532766,0.0230302,-6.34685,9.60808e-06
24,450382846322802688,-158.913,-12.4758, -1502,-1.17748,-0.136518,-11.0874,1.26894e-05
25,301745641799811072,-133.869,-0.099248, -1502,-0.184798,-0.032813,-2.09433,7.86556e-06
26,346779645208690688,-129.988,-3.77074, -1502,-3.11462,-0.0526166,-35.8255,4.22044e-05
27,490929948937158656,-128.423,-5.27029, -1502,-0.321425,0.0258267,-3.7242,9.05176e-06
28,58566036609302528,-107.2,-10.3629, -1502,-0.190946,0.0161246,-2.66579,8.34412e-06
29,130609611873976320,-127.638,-13.3581, -1502,-1.9204,-0.154371,-22.5312,2.56578e-05
30,346792358311886848,-150.508,-5.98509, -1502,-0.789577,0.00558793,-7.82689,9.53368e-06
31,360288176348069888,-103.091,-14.8377, -1498,-0.659096,-0.0650368,-9.42675,1.04572e-05
32,130611192421941248,-170.645,-28.2529, -1498,-0.275742,-0.0969229,-2.60127,3.62225e-06
33,783647913078161408,-162.767,-15.0427, -1498,-0.361541,-0.100181,-3.17319,4.17206e-06
34,792635664720986112,-158.468,-25.9443, -1498,-1.27757,-0.161251,-11.9402,1.37142e-05
35,360296972441092096,-131.88,-11.0133, -1498,-0.452709,-0.074171,-5.20011,6.10259e-06
36,130609611873976320,-127.297,-13.3304, -1498,-1.91707,-0.156889,-22.5319,1.99069e-05
37,58566036609302528,-106.912,-10.3863, -1498,-0.192078,0.0151259,-2.66668,7.41699e-06
38,635013663492669440,-169.971,-24.541, -1498,-0.508193,-0.122167,-4.59871,4.39605e-06
39,315254035500236800,-136.554,-27.2824, -1498,-0.596214,-0.159757,-6.66887,7.26414e-06
40,130605145107988480,-121.205,-21.8073, -1498,-0.530205,-0.0569094,-6.54562,6.47641e-06
41,675541387214585856,-159.784,-26.7032, -1498,-0.430219,-0.0212508,-3.97212,6.10259e-06
42,499903063331438592,-59.2499,-8.4713, -1498,-0.364634,-0.0343076,-9.04675,8.44089e-06
43,707069676982632448,-64.0764,-8.12766, -1498,-1.18249,-0.128498,-27.4592,1.77413e-05
44,229687704164499456,-63.9756,-22.169, -1498,-0.997778,-0.323788,-23.2319,1.3011e-05
45,333267128339660800,-96.4385,-23.5861, -1498,-0.618346,-0.117814,-9.4264,1.17192e-05
46,229688322639790080,-96.1738,-17.0797, -1498,-0.163121,-0.0583427,-2.6685,7.24451e-06
47,626020757889089536,-73.8255,-21.4881, -1498,-0.249184,-0.040106,-4.25715,8.95047e-06
48,184666757456199680,-72.5655,-14.4179, -1498,-0.430228,-0.0625962,-8.7363,8.34412e-06
49,369296200236531712,-91.7647,-22.3459, -1498,-0.480629,-0.0893374,-7.69648,8.95047e-06
50,148619337459040256,-56.3079,-7.60537, -1498,-0.418718,-0.0780195,-11.3262,7.41699e-06
51,0,-38.6437,-15.0749, -1498,-157905,-28127.6,-987054,     0
52,477385477511446528,-73.9156,-15.4005, -1498,-0.400687,-0.107508,-8.34212,8.34412e-06
53,450369720902746112,-91.3096,-17.2138, -1498,-0.16744,0.00579907,-2.59199,8.95047e-06
54,49544337544970240,-62.1704,-22.0566, -1498,-0.198469,-0.0915875,-4.95315,7.86556e-06
55,373806396933668864,-53.936,-13.8898, -1498,-0.491668,-0.106021,-13.4616,7.86556e-06
56,792635733440462848,-58.0226,-12.2962, -1498,-0.26119,-0.0749299,-6.88452,8.44089e-06
57,531428466881462272,-56.1203,-10.483, -1498,-0.274929,-0.0674434,-7.41468,8.44089e-06
58,783641247288918016,-67.2107,-21.7042, -1498,-0.177118,-0.0805995,-4.10642,6.93676e-06
59,360295598051557376,-70.2003,-10.5462, -1498,-0.726342,-0.13582,-15.5372,9.62083e-06
60,261215100579348480,-59.5289,-19.2613, -1498,-0.377498,-0.14976,-9.69684,9.05176e-06
61,283738664993816576,-75.1033,-18.5919, -1498,-0.275811,-0.0439135,-5.34291,8.95047e-06
62,792637932463718400,-118.413,-32.5589, -1502,-0.683769,-0.156871,-8.52039,7.50176e-06
63,130605145107988480,-121.53,-21.8413, -1502,-0.531575,-0.054874,-6.54506,8.34737e-06
64,9016201506193408,-116.491,-35.9472, -1502,-0.38891,-0.15421,-5.22611,9.73949e-06
65,58552979908722688,-154.223,-38.5112, -1502,-0.745789,-0.235082,-7.39725,8.95079e-06
66,315254035500236800,-136.912,-27.3781, -1502,-0.595687,-0.159118,-6.66849,9.36267e-06
67,436853561901449216,-165.643,-40.2629, -1502,-0.32531,-0.022671,-2.85561,4.22586e-06
68,0,-139.203,-34.7965, -1502,-44470.9,5509.04,-998995,     0
69,635031805434527744,-85.0829,-34.7647, -1502,-0.35549,-0.176502,-6.55653,9.73949e-06
70,783641247288918016,-67.3822,-21.7824, -1502,-0.174924,-0.0794052,-4.10553,7.72953e-06
71,18017009849597952,-61.9485,-26.072, -1502,-0.407179,-0.147784,-9.69511,7.72953e-06
72,725086755551707136,-54.4308,-27.246, -1502,-0.218475,-0.0831612,-5.58695,8.95047e-06
73,220677618691735552,-53.6931,-29.6682, -1502,-0.204842,-0.092295,-5.35375,8.34412e-06
74,598987546533298176,-67.3523,-31.522, -1502,-0.5261,-0.275191,-12.0933,8.98604e-06
75,229687704164499456,-64.1474,-22.2249, -1502,-0.997678,-0.325292,-23.2312,1.4498e-05
76,373806396933668864,-54.082,-13.9215, -1502,-0.49083,-0.106793,-13.461,8.95047e-06
77,261215100579348480,-59.6846,-19.3233, -1502,-0.377853,-0.150122,-9.69619,1.0626e-05
78,747620971485069312,-55.3059,-22.9599, -1502,-0.467993,-0.208153,-12.9133,8.56085e-06
79,126102163955908608,-75.1306,-35.3274, -1502,-0.389977,-0.215648,-8.02452,7.24451e-06
80,283731655607189504,-87.2719,-32.6516, -1502,-2.26112,-0.814683,-38.781,3.62353e-05
81,463887391732531200,-57.7194,-25.6409, -1502,-0.369545,-0.194112,-10.0535,8.34412e-06
82,725083869333684224,-77.3565,-28.791, -1502,-0.314053,-0.0855999,-5.95305,8.34412e-06
83,49544337544970240,-62.3307,-22.1305, -1502,-0.198294,-0.0916094,-4.95272,8.95047e-06
84,162135840057720832,-71.7272,-35.3147, -1502,-0.366027,-0.208076,-7.98112,6.80085e-06
85,635011601908367360,-60.6552,-28.2371, -1502,-0.607897,-0.262931,-14.7439,9.68902e-06
86,522418450128175104,-99.5728,-36.0025, -1498,-1.43279,-0.555321,-21.9069,2.10362e-05
87,765615372626821120,-150.09,-53.7298, -1498,-0.352451,-0.174789,-3.70081,6.10259e-06
88,707068852348911616,-105.09,-38.8125, -1498,-0.185535,-0.101798,-2.8486,7.41699e-06
89,792637932463718400,-118.092,-32.4862, -1498,-0.684296,-0.152935,-8.52098,5.68315e-06
90,477408223658246144,-120.371,-44.0042, -1498,-0.212096,-0.124057,-2.81956,6.1001e-06
91,247729246867292160,-128.588,-45.8521, -1498,-0.246484,-0.0464995,-2.73353,8.44089e-06
92,9022661137006592,-106.127,-37.9895, -1498,-0.145188,-0.0747334,-2.18914,7.41699e-06
93,689058370849603584,-109.246,-44.9029, -1498,-0.402173,-0.128116,-5.25836,9.05176e-06
94,9016201506193408,-116.193,-35.8278, -1498,-0.389911,-0.157888,-5.22649,8.44089e-06
95,689058370849603584,-109.552,-45.0006, -1502,-0.402228,-0.128533,-5.25775,1.0626e-05
96,346791808556072960,-141.806,-68.3668, -1502,-0.334593,-0.107794,-3.33388,6.10259e-06
97,522418450128175104,-99.8345,-36.1038, -1502,-1.43264,-0.55337,-21.9062,2.39378e-05
98,707068852348911616,-105.353,-38.9551, -1502,-0.187364,-0.101086,-2.848,8.34412e-06
99,477408223658246144,-120.672,-44.1805, -1502,-0.212846,-0.124489,-2.81892,9.05176e-06
100,9022661137006592,-106.393,-38.1248, -1502,-0.145931,-0.072945,-2.18858,8.34412e-06
101,9022317539622912,-55.8135,-37.876,-1497.5,-0.170811,-0.0887879,-4.29401,6.93676e-06
102,463887391732531200,-57.5533,-25.5547,-1497.5,-0.37246,-0.191228,-10.054,7.41699e-06
103,824161136990486528,-44.1375,-36.2423,-1497.5,-0.134655,-0.0832077,-4.12276,7.41699e-06
104,626001997471940608,-47.5762,-38.6157,-1497.5,-0.65596,-0.557557,-20.9103,1.23911e-05
105,81067198474354688,-80.7953,-56.3193,-1497.5,-0.340505,-0.273884,-6.69903,8.34412e-06
106,49546880165609472,-68.4055,-39.9059,-1497.5,-0.313587,-0.152583,-6.60615,7.72953e-06
107,162135840057720832,-71.5205,-35.1973,-1497.5,-0.366961,-0.207932,-7.9816,6.19633e-06
108,585471181373571072,-53.2704,-34.375,-1497.5,-0.270769,-0.151326,-7.18895,9.73949e-06
109,4507310479114240,-66.7757,-43.3518,-1497.5,-0.143387,-0.0648063,-2.94521,7.24451e-06
110,220677618691735552,-53.5206,-29.5899,-1497.5,-0.205464,-0.0939336,-5.35427,7.41699e-06
111,301743167898648576,-62.653,-37.8066,-1497.5,-0.391074,-0.268246,-9.69516,8.95047e-06
112,598987546533298176,-67.1564,-31.4197,-1497.5,-0.526584,-0.275141,-12.0938,8.06439e-06
113,725086755551707136,-54.256,-27.1799,-1497.5,-0.216643,-0.0814909,-5.58755,7.86556e-06
114,635011601908367360,-60.4697,-28.1575,-1497.5,-0.607423,-0.260135,-14.7447,8.69528e-06
115,198159826713313280,-121.712,-70.1071, -1498,-0.649376,-0.324811,-7.76959,2.30339e-05
116,58552911189245952,-102.622,-59.606, -1498,-0.513648,-0.254014,-7.20516,1.32244e-05
117,0,-151.794,-77.5804, -1498,249099,-46867.9,-967343,     0
118,247717976873107456,-125.068,-87.5985, -1502,-0.869276,-0.662794,-10.6981,1.19905e-05
119,9008023888461824,-128.365,-93.0954, -1502,-0.272627,-0.257433,-3.54598,6.1001e-06
120,49553614674329600,-121.426,-83.8544, -1502,-1.18933,-0.868706,-14.9062,1.57543e-05
121,662038216194392064,-93.6071,-66.991, -1502,-0.123862,-0.164238,-1.43527,7.41699e-06
122,49544406264446976,-100.189,-75.9504, -1502,-0.422038,-0.267177,-5.9688,5.88092e-06
123,0,-123.03,-80.5002, -1502,-256825,-142961,-955826,     0
124,666534187959844864,-122.803,-86.6807, -1502,-0.122192,-0.143848,-1.85285,6.02631e-06
125,328762978956476416, -88.5,-66.8603, -1502,-0.105442,-0.121706,-2.21305,8.95047e-06
126,184653700755619840,-123.205,-82.627, -1502,-0.994086,-0.614531,-11.7274,1.25919e-05
127,666536661861007360,-139.35,-92.4588, -1502,-0.365797,-0.302743,-4.27999,6.10259e-06
128,626001997471940608,-47.7331,-38.7488,-1502.5,-0.656745,-0.555797,-20.9097,1.41002e-05
129,9022317539622912,-56.0117,-37.9773,-1502.5,-0.16897,-0.0851452,-4.29366,7.72953e-06
130,463882650088636416,-62.6197,-56.0517,-1502.5,-0.434155,-0.35324,-9.96365,9.70495e-06
131,292744283700592640,-54.7955,-55.2545,-1502.5,-0.194925,-0.232613,-5.80853,7.72953e-06
132,108088109043810304,-44.7541,-39.4988,-1502.5,-0.330175,-0.320821,-11.4933,8.34412e-06
133,450365735173095424,-42.0767,-42.1995,-1502.5,-0.128324,-0.0918716,-3.86125,8.95047e-06
134,0,-25.1728,-29.4956,-1502.5,-75364.7,-691806,-718140,     0
